18-09-23;7285172;483636;119;12;45
18-09-23;3823150;555592;154;5;90
18-09-23;8269281;303317;48;19;62
18-09-23;7552644;777450;144;5;12
18-09-23;9886582;813575;54;0;15
18-09-23;2877301;200734;73;2;19
18-09-23;4291808;479862;22;14;7
18-09-23;3833767;834481;103;0;20
18-09-23;3495181;639671;48;0;5
18-09-23;5318184;421366;158;11;60
18-09-23;3250038;694120;50;13;86
18-09-23;2912956;534304;151;1;8
18-09-23;4513447;362397;138;11;52
18-09-23;6695741;232096;104;12;39
18-09-23;7439011;372745;72;10;36
18-09-23;5080274;848485;46;1;39
18-09-23;6694790;426584;29;9;54
18-09-23;6114464;636909;134;1;62
18-09-23;7537612;538113;131;7;44
18-09-23;2031911;329275;159;1;95
18-09-23;2876589;292323;143;7;14
18-09-23;9070953;367115;145;11;43
18-09-23;9509900;503858;20;11;100
18-09-23;5052493;524054;44;16;38
18-09-23;9018459;272738;23;19;84
18-09-23;5350256;417859;156;9;38
18-09-23;2921595;821858;170;2;79
18-09-23;4792253;759329;68;9;73
18-09-23;8184881;330335;73;7;60
18-09-23;9633283;887393;102;8;38
18-09-23;4474962;885036;34;5;71
18-09-23;4871911;436926;86;20;60
18-09-23;2200454;244932;153;11;91
18-09-23;5119037;367627;41;17;10
18-09-23;6293435;981335;92;3;43
18-09-23;7191243;741087;129;11;63
18-09-23;7337674;812309;98;0;85
18-09-23;9196175;379882;99;9;18
18-09-23;6360436;629109;170;1;60
18-09-23;2579517;860970;67;14;37
18-09-23;6933715;684111;151;6;47
18-09-23;2632150;346832;140;11;35
18-09-23;5433513;700736;115;11;48
18-09-23;9476173;243030;145;15;14
18-09-23;8746207;768535;53;15;18
18-09-23;4862711;702886;108;6;79
18-09-23;6058990;595302;135;0;15
18-09-23;3565951;515654;47;6;63
18-09-23;4348118;306713;158;16;71
18-09-23;9883547;369171;166;12;68
18-09-23;5567449;735624;63;14;94
18-09-23;9050281;361079;127;3;53
18-09-23;7151796;837269;24;3;93
18-09-23;7085826;223214;37;3;12
18-09-23;8503524;366912;65;12;39
18-09-23;5291783;714544;154;20;59
18-09-23;6788480;883785;34;0;18
18-09-23;4381847;366523;79;11;39
18-09-23;5372403;421474;37;15;6
18-09-23;6716682;778738;160;8;77
18-09-23;7221136;293223;130;14;41
18-09-23;6544242;808979;116;8;9
18-09-23;4309798;205120;158;15;43
18-09-23;2360339;397982;99;20;97
18-09-23;7427484;537961;20;14;5
18-09-23;7272039;932840;75;12;53
18-09-23;5473854;560060;122;7;60
18-09-23;2920088;385903;22;12;64
18-09-23;5034558;325603;126;5;37
18-09-23;5756783;522428;100;20;80
18-09-23;7539498;620531;80;4;39
18-09-23;3888714;272100;78;4;79
18-09-23;8419138;786200;167;1;57
18-09-23;7308622;657226;117;14;59
18-09-23;2036618;845583;84;3;93
18-09-23;9125416;601802;58;17;100
18-09-23;6037343;201940;109;13;79
18-09-23;8887148;869733;156;18;82
18-09-23;3996306;865583;106;6;57
18-09-23;3511611;737632;145;9;47
18-09-23;4241957;519684;62;4;90
18-09-23;6376318;912268;110;10;24
18-09-23;4382897;611682;35;3;91
18-09-23;2569513;916777;163;7;4
18-09-23;2037841;905490;159;10;1
18-09-23;2547162;799622;134;3;25
18-09-23;8482621;838189;123;4;39
18-09-23;2504804;899425;59;5;54
18-09-23;8660185;915274;149;9;14
18-09-23;9704805;672618;133;17;21
18-09-23;3771070;227024;155;4;32
18-09-23;3253873;673464;23;15;49
18-09-23;4168098;321689;134;11;9
18-09-23;8049956;923739;168;18;61
18-09-23;3017637;371375;74;17;36
18-09-23;4741597;593106;98;0;43
18-09-23;9128381;990881;87;6;33
18-09-23;3079133;458668;167;7;85
18-09-23;2965687;977906;124;16;11
18-09-23;4926360;800780;38;17;24
18-09-22;4731414;299520;143;0;4
18-09-22;7075942;429786;23;17;15
18-09-22;2126516;812085;41;9;60
18-09-22;6739167;543406;146;14;74
18-09-22;5969068;214778;145;18;87
18-09-22;9625539;497874;168;5;77
18-09-22;6737131;401658;143;2;19
18-09-22;9204917;682728;34;4;97
18-09-22;9198201;911094;134;15;99
18-09-22;8787594;306292;122;20;44
18-09-22;6484365;428217;151;19;42
18-09-22;5586205;430344;160;11;18
18-09-22;4989056;559150;58;6;48
18-09-22;5266721;483986;134;2;93
18-09-22;7789685;363399;147;17;64
18-09-22;6939243;868477;64;18;73
18-09-22;6890223;437965;81;15;83
18-09-22;6526352;371412;152;8;43
18-09-22;6094934;305845;24;2;95
18-09-22;2644132;303262;101;13;3
18-09-22;5281062;672506;53;11;73
18-09-22;3812263;297477;157;18;29
18-09-22;4366861;778594;103;2;80
18-09-22;4952617;312466;85;18;42
18-09-22;8378129;897117;54;13;52
18-09-22;6956401;897584;143;1;84
18-09-22;4645600;274246;134;1;69
18-09-22;4935700;598689;143;15;70
18-09-22;4165079;617012;57;6;44
18-09-22;4935575;883540;25;18;3
18-09-22;4087093;293875;98;11;35
18-09-22;5754221;837259;74;11;11
18-09-22;2126860;242318;95;14;60
18-09-22;6367193;728806;35;13;40
18-09-22;4614619;838610;130;6;80
18-09-22;3191929;208234;124;12;63
18-09-22;9369334;945261;82;10;24
18-09-22;9812947;727750;117;2;5
18-09-22;4966208;548956;43;20;38
18-09-22;3870782;765593;88;13;17
18-09-22;8905571;530415;72;13;96
18-09-22;9486325;878771;76;6;15
18-09-22;9091176;601337;170;0;80
18-09-22;4095691;828161;148;17;73
18-09-22;9231993;308003;48;5;56
18-09-22;2670257;232562;37;15;29
18-09-22;4512475;875457;33;7;58
18-09-22;8392666;946541;128;13;72
18-09-22;7257861;414803;125;6;26
18-09-22;7831897;387751;155;11;3
18-09-22;6455352;396280;21;3;15
18-09-22;2126129;696070;68;17;86
18-09-22;6276949;869094;117;17;1
18-09-22;7522337;510731;73;14;50
18-09-22;7460394;482383;42;7;4
18-09-22;4575523;601921;21;11;86
18-09-22;2625744;397152;145;0;34
18-09-22;9129209;448343;110;2;98
18-09-22;9561353;292881;126;3;64
18-09-22;7919656;275845;164;2;34
18-09-22;6474586;882756;35;1;77
18-09-22;9305363;437609;34;14;28
18-09-22;7804337;209447;123;11;67
18-09-22;2414392;351399;131;16;92
18-09-22;5090970;513459;167;18;60
18-09-22;9785579;575309;73;5;57
18-09-22;4445229;922537;68;11;3
18-09-22;4386374;636621;81;8;31
18-09-22;6646160;540930;36;19;73
18-09-22;5214126;731113;44;0;79
18-09-22;5291617;492271;156;5;90
18-09-22;2965512;656541;130;5;58
18-09-22;6072100;936821;110;18;70
18-09-22;9897043;213380;31;2;74
18-09-22;6336548;983190;29;17;58
18-09-22;4504226;202757;159;16;66
18-09-22;6885107;640587;86;7;54
18-09-22;5405314;512048;78;4;45
18-09-22;9899983;898567;157;0;66
18-09-22;6093554;208649;59;17;35
18-09-22;5997537;878828;90;10;68
18-09-22;3117664;931568;21;18;81
18-09-22;4020628;962527;21;5;88
18-09-22;5453888;290561;117;10;80
18-09-22;3445218;388499;49;6;85
18-09-22;7096134;473109;41;18;43
18-09-22;7432001;397516;44;20;89
18-09-22;6674037;791403;74;13;45
18-09-22;8255218;302385;26;17;23
18-09-22;9484999;457841;42;10;8
18-09-22;9074204;701533;69;19;45
18-09-22;6135380;927488;102;20;93
18-09-22;4820240;383083;79;4;38
18-09-22;3668697;561596;75;12;31
18-09-22;5427932;532796;127;19;27
18-09-22;8757679;777005;164;16;47
18-09-22;6860590;624033;33;5;54
18-09-22;6826103;456823;45;17;45
18-09-22;7468666;980381;59;0;96
18-09-22;6565850;437068;134;19;81
18-09-21;5133829;791273;58;3;31
18-09-21;8809446;519741;123;7;39
18-09-21;7646189;538321;128;0;63
18-09-21;2179612;429928;150;1;44
18-09-21;9600171;444562;103;6;91
18-09-21;4811390;267197;149;17;20
18-09-21;7812324;451600;31;16;9
18-09-21;4400958;694877;125;16;5
18-09-21;7854034;212849;125;1;36
18-09-21;6770739;500884;156;7;61
18-09-21;3206499;467932;28;12;40
18-09-21;7045193;277190;37;17;12
18-09-21;2941121;419244;53;5;42
18-09-21;6874007;632022;41;15;48
18-09-21;6326425;610900;108;2;49
18-09-21;8373923;517809;169;2;15
18-09-21;5031164;685285;57;9;19
18-09-21;2588717;826137;135;4;99
18-09-21;3426753;922284;141;15;53
18-09-21;8177874;570985;128;4;60
18-09-21;2615531;261796;125;19;7
18-09-21;8189824;353490;87;11;51
18-09-21;9182988;813273;116;20;94
18-09-21;5519816;722304;92;13;86
18-09-21;8358923;638589;144;9;47
18-09-21;8713853;889179;21;11;100
18-09-21;2516229;943262;31;7;23
18-09-21;9256806;740476;121;5;79
18-09-21;7677691;942235;94;13;74
18-09-21;9400755;951269;69;3;11
18-09-21;4548136;885748;159;6;69
18-09-21;7320713;845126;166;4;96
18-09-21;2430591;958680;23;7;55
18-09-21;2254203;596130;164;10;17
18-09-21;9459754;604923;85;19;56
18-09-21;4897976;693763;128;1;4
18-09-21;3620853;252633;62;7;4
18-09-21;7313474;266200;98;12;51
18-09-21;8876787;468449;157;20;2
18-09-21;9254164;932803;80;3;98
18-09-21;9305199;407330;127;18;33
18-09-21;2063216;983573;65;2;88
18-09-21;6613440;497410;44;16;77
18-09-21;4082035;210889;82;12;78
18-09-21;9991516;598487;45;10;26
