18-09-23;7326510;641854;160;10;73
18-09-23;2820898;860226;54;16;3
18-09-23;5515298;873810;56;18;41
18-09-23;8606461;281493;145;16;76
18-09-23;2748092;311004;144;20;51
18-09-23;7977490;742437;52;9;37
18-09-23;7476638;413592;26;5;9
18-09-23;5140913;360747;80;4;99
18-09-23;6166472;593941;42;3;21
18-09-23;7014735;919649;38;8;98
18-09-23;7607730;271661;149;0;23
18-09-23;3069845;405003;121;20;71
18-09-23;4487437;999948;72;14;65
18-09-23;7282273;315062;70;9;57
18-09-23;2892296;987779;157;19;47
18-09-23;2424929;355310;88;20;37
18-09-23;6980182;901651;92;9;33
18-09-23;9987739;292575;145;9;53
18-09-23;5661944;740364;92;11;21
18-09-23;8318693;457177;99;17;97
18-09-23;8874159;803553;28;11;73
18-09-23;9249247;932206;80;2;8
18-09-23;6261542;453499;167;1;47
18-09-23;6491602;287894;79;17;100
18-09-23;4397849;632140;138;17;81
18-09-23;3948168;814003;131;4;4
18-09-23;9610159;842903;129;9;33
18-09-23;6915817;722194;131;16;29
18-09-23;7876586;671565;137;0;27
18-09-23;9361062;240359;48;17;31
18-09-23;8692513;666428;154;16;100
18-09-23;8020972;458075;45;13;67
18-09-23;8526136;647541;91;10;64
18-09-23;2548750;764658;117;6;12
18-09-23;4272556;952019;93;14;5
18-09-23;8553973;842028;49;8;23
18-09-23;5735118;672474;115;6;14
18-09-23;2943001;613085;36;8;50
18-09-23;7948668;463628;23;2;21
18-09-23;6874360;345379;24;4;94
18-09-23;3675083;335819;168;5;57
18-09-23;4436123;407543;83;12;99
18-09-23;9551666;341843;99;7;73
18-09-23;5704328;450568;33;6;59
18-09-23;3236973;882828;58;1;72
18-09-23;5610503;605653;145;18;50
18-09-23;2943643;308416;33;10;56
18-09-23;4312393;593557;106;6;24
18-09-23;7976015;256850;84;1;43
18-09-23;9555090;768881;167;11;84
18-09-23;5949490;556814;74;19;53
18-09-23;5374285;606366;146;5;4
18-09-23;9559018;514137;68;0;47
18-09-23;2562628;475071;25;12;83
18-09-23;9821789;970704;57;0;97
18-09-23;7600071;524887;46;2;91
18-09-23;6105917;705836;107;17;22
18-09-23;8250739;888953;51;17;50
18-09-23;9042007;672243;145;1;21
18-09-23;3380234;251393;140;16;24
18-09-23;2644600;299460;69;13;61
18-09-23;6340265;660216;114;20;74
18-09-23;8481709;738881;150;20;97
18-09-23;7899475;849251;112;13;46
18-09-23;9732041;319634;152;19;16
18-09-23;7388380;684104;43;13;28
18-09-23;2534927;349162;81;17;92
18-09-23;5386691;272738;65;19;88
18-09-23;7254672;422575;48;5;78
18-09-23;7680419;551988;42;12;61
18-09-23;5888878;796420;106;11;49
18-09-23;7391679;357783;23;11;13
18-09-23;5605023;938773;61;15;11
18-09-23;9797987;341850;80;18;75
18-09-23;4514113;595599;26;18;78
18-09-23;2977362;360655;31;10;78
18-09-23;8186949;660946;111;8;95
18-09-23;8643505;222772;96;6;78
18-09-23;5998018;921381;51;15;89
18-09-23;3751482;771807;117;4;14
18-09-23;5291394;369113;48;15;11
18-09-23;3465667;468158;152;10;49
18-09-23;9397534;496700;143;19;10
18-09-23;3975869;215915;114;5;66
18-09-23;2627747;728372;98;17;60
18-09-23;7933252;592561;119;0;23
18-09-23;9969500;705327;170;2;20
18-09-23;6247479;215495;60;8;55
18-09-23;5696559;837836;74;5;79
18-09-23;7416684;765475;49;16;71
18-09-23;5895038;865144;140;1;31
18-09-23;5824897;485116;47;14;63
18-09-23;8700125;825110;137;5;92
18-09-23;9057518;542838;43;4;93
18-09-23;4290330;891272;63;8;78
18-09-23;4117178;255701;76;20;49
18-09-23;6557670;235860;115;11;47
18-09-23;3334789;285424;107;20;37
18-09-23;7467667;236515;71;1;94
18-09-23;7767953;271891;62;13;1
18-09-22;8536605;277828;142;5;94
18-09-22;2518294;378485;50;14;56
18-09-22;7265880;664350;75;17;6
18-09-22;5225382;821936;69;17;84
18-09-22;9937501;863588;121;9;92
18-09-22;8216962;231726;58;7;61
18-09-22;9352210;425119;61;11;31
18-09-22;9871605;727855;90;6;61
18-09-22;2566577;506296;80;1;94
18-09-22;9221291;225586;150;18;38
18-09-22;2036961;507025;51;11;45
18-09-22;5190642;629208;113;4;100
18-09-22;4920818;249266;94;7;31
18-09-22;7111933;644259;41;13;90
18-09-22;4453660;217889;25;16;86
18-09-22;7979357;295873;126;16;79
18-09-22;2005131;417736;124;13;91
18-09-22;9357226;746465;34;2;38
18-09-22;3160781;233833;34;4;54
18-09-22;6692536;447093;30;1;28
18-09-22;7150953;717693;30;12;57
18-09-22;5977871;454639;166;8;81
18-09-22;4377038;474107;148;19;81
18-09-22;6828656;854017;29;7;88
18-09-22;6261106;303500;164;1;62
18-09-22;4509497;954419;97;7;10
18-09-22;9919929;695667;131;6;88
18-09-22;4856352;874705;47;5;23
18-09-22;9436019;584786;38;6;79
18-09-22;3789240;212681;116;3;99
18-09-22;2522466;614125;29;19;54
18-09-22;9534005;967930;41;15;9
18-09-22;2372099;397361;51;20;49
18-09-22;4371263;699516;26;3;15
18-09-22;2346929;849359;82;11;42
18-09-22;6083712;254297;168;3;39
18-09-22;8851839;996190;24;0;48
18-09-22;9518144;235980;165;11;26
18-09-22;5892015;283382;66;3;56
18-09-22;8119044;729465;73;6;12
18-09-22;2431476;625876;149;20;58
18-09-22;2669799;355072;125;16;63
18-09-22;3236079;656695;87;11;88
18-09-22;2865758;813694;133;16;91
18-09-22;5155071;724144;63;12;54
18-09-22;2868481;980840;169;13;23
18-09-22;4404423;748666;145;9;75
18-09-22;4987293;980952;29;15;40
18-09-22;6359954;707866;145;8;7
18-09-22;9123693;458633;124;0;83
18-09-22;3843095;221297;67;11;24
18-09-22;8308090;924732;128;1;54
18-09-22;6363812;953011;148;8;46
18-09-22;8166386;386492;90;15;22
18-09-22;4705339;419043;27;5;59
18-09-22;8502959;514058;67;5;71
18-09-22;9416369;642505;34;10;40
18-09-22;3361628;759360;28;5;33
18-09-22;7954625;615307;168;7;47
18-09-22;4880353;849975;124;7;70
18-09-22;7295245;412327;99;9;51
18-09-22;3755989;865318;79;8;85
18-09-22;4026274;720777;42;8;98
18-09-22;7219214;464394;77;4;62
18-09-22;6893778;705863;81;6;48
18-09-22;8107635;854910;55;6;13
18-09-22;6280031;860215;118;6;8
18-09-22;3744744;566717;87;11;74
18-09-22;6498017;877986;80;16;20
18-09-22;8938677;486258;119;18;14
18-09-22;4578991;909177;91;1;68
18-09-22;7974276;250439;129;17;29
18-09-22;9080108;463061;95;9;82
18-09-22;3100580;854402;164;8;41
18-09-22;8787807;837394;146;12;51
18-09-22;2006512;950124;76;2;83
18-09-22;7140456;978642;56;7;33
18-09-22;3659922;400268;119;15;46
18-09-22;2243941;268540;131;13;25
18-09-22;6772249;431984;27;18;52
18-09-22;5591562;961472;164;7;50
18-09-22;5611973;878482;103;7;15
18-09-22;9420876;375432;98;9;41
18-09-22;4912974;318020;30;1;15
18-09-22;5047638;832017;49;3;78
18-09-22;5844424;219974;104;12;62
18-09-22;7753845;741611;110;17;34
18-09-22;5273353;323061;109;13;81
18-09-22;4007463;709657;78;6;45
18-09-22;9667917;803863;73;5;86
18-09-22;2813167;945093;37;8;19
18-09-22;2528512;346052;82;9;30
18-09-22;9255098;936312;74;15;95
18-09-22;8748506;722806;30;0;10
18-09-22;7165510;932219;170;9;15
18-09-22;7080112;526599;160;5;81
18-09-22;8670082;878411;82;13;56
18-09-22;2058236;986632;65;8;33
18-09-22;9251107;232005;78;0;63
18-09-22;7507560;827159;159;13;64
18-09-21;2602398;963717;155;14;90
18-09-21;3222590;508021;89;8;18
18-09-21;4102129;996888;132;19;66
18-09-21;3433913;592788;40;16;71
18-09-21;9298035;858030;150;18;69
18-09-21;5529242;957784;158;8;52
18-09-21;8258438;818125;164;10;40
18-09-21;7225019;479541;53;7;77
18-09-21;3011875;904011;45;10;33
18-09-21;2338054;857256;53;16;4
18-09-21;4688767;534262;122;2;82
18-09-21;8954660;870908;71;7;31
18-09-21;6726954;676524;39;5;13
18-09-21;7627174;990993;82;13;11
18-09-21;4900016;432624;170;5;67
18-09-21;9357406;656810;67;5;88
18-09-21;9679174;541512;117;11;43
18-09-21;4351072;932912;145;6;79
18-09-21;5596987;659640;84;14;3
18-09-21;6030625;540606;159;10;31
18-09-21;3216379;688905;162;7;16
18-09-21;7449591;533684;37;11;79
18-09-21;4536490;749946;116;7;58
18-09-21;4418575;892799;87;15;39
18-09-21;6233531;919290;99;5;67
18-09-21;3071047;529833;98;16;67
18-09-21;9419427;684084;95;12;14
18-09-21;7012036;250768;64;10;98
18-09-21;5094069;855273;155;9;82
18-09-21;4956749;699802;114;20;15
18-09-21;5615530;692728;67;13;28
18-09-21;5657398;497550;74;7;43
18-09-21;8480864;417214;29;10;48
18-09-21;4838033;863471;92;19;63
18-09-21;6993838;504606;60;20;65
18-09-21;3597063;597330;79;12;72
18-09-21;7963924;348925;113;12;47
18-09-21;3135014;676282;26;13;85
18-09-21;5237312;970815;140;2;26
18-09-21;7237156;545581;131;8;96
18-09-21;3891085;721411;31;6;80
18-09-21;5492529;590031;166;9;4
18-09-21;5876527;701248;88;9;74
18-09-21;4837166;624445;82;4;88
18-09-21;8054794;520451;52;11;7
18-09-21;4233659;242417;106;15;81
18-09-21;8052389;661265;91;3;10
18-09-21;6028322;228825;59;9;56
18-09-21;5479565;240538;24;3;71
18-09-21;7656135;599352;143;7;100
