18-09-23;5612997;831386;55;14;1
18-09-23;6398269;965728;98;12;57
18-09-23;8527661;847343;88;20;48
18-09-23;7524911;561662;119;6;74
18-09-23;9371534;665989;76;3;55
18-09-23;7135898;900915;116;19;73
18-09-23;9777801;951058;36;15;55
18-09-23;8560317;369652;32;8;18
18-09-23;2533715;713198;99;7;17
18-09-23;3640333;481979;24;11;94
18-09-23;9646367;749541;84;13;79
18-09-23;8119920;330020;56;16;56
18-09-23;5064149;811556;125;11;54
18-09-23;6380075;380584;103;9;2
18-09-23;5802402;950444;102;8;6
18-09-23;9844488;239210;68;16;38
18-09-23;4351053;492456;159;11;84
18-09-23;4492074;857221;116;8;52
18-09-23;6689724;278302;72;3;86
18-09-23;8609818;970009;159;5;39
18-09-23;7594428;365336;124;15;85
18-09-23;4856377;663521;35;7;1
18-09-23;8159122;450779;162;4;72
18-09-23;4312046;506326;91;8;82
18-09-23;4764437;906910;157;6;52
18-09-23;5851626;378700;144;1;6
18-09-23;6853139;400325;145;14;92
18-09-23;8875472;988209;23;19;49
18-09-23;6970026;285942;169;0;79
18-09-23;9648653;973185;111;12;40
18-09-23;2832110;306224;160;12;97
18-09-23;5456047;369027;49;19;6
18-09-23;7023512;796633;112;10;62
18-09-23;5562449;948098;73;16;89
18-09-23;9295891;812900;92;7;55
18-09-23;9061535;231679;122;4;55
18-09-23;5742223;738695;143;6;33
18-09-23;9312659;709861;91;7;99
18-09-23;4123620;946717;36;17;13
18-09-23;3954806;648666;156;3;31
18-09-23;8465283;447475;41;15;4
18-09-23;8023929;319614;138;9;55
18-09-23;9147884;506369;59;9;78
18-09-23;9480584;306471;100;8;4
18-09-23;4378976;972458;64;20;6
18-09-23;9507600;684321;145;4;43
18-09-23;3594932;432179;162;3;38
18-09-23;9454615;974881;120;20;72
18-09-23;3164304;427450;85;17;29
18-09-23;9882736;999172;168;10;2
18-09-23;3723832;971050;31;16;32
18-09-23;5485053;751053;59;19;6
18-09-23;2928488;412044;28;5;46
18-09-23;6766533;373093;69;8;76
18-09-23;5967811;917929;83;19;31
18-09-23;8095363;736910;113;5;83
18-09-23;5083438;934689;109;3;62
18-09-23;2228528;906300;100;16;10
18-09-23;3737771;796621;53;6;87
18-09-23;2765648;415824;162;5;45
18-09-23;7486733;773419;115;15;69
18-09-23;5038750;889082;82;11;74
18-09-23;8903032;388326;86;1;93
18-09-23;9402268;364226;60;2;92
18-09-23;4232822;691415;113;12;33
18-09-23;3084275;466634;131;14;4
18-09-23;4976850;758585;51;1;67
18-09-23;2798055;749665;30;1;84
18-09-23;5714873;890246;151;10;96
18-09-23;6593758;276760;123;20;19
18-09-23;4127168;490961;105;13;33
18-09-23;8169175;717111;111;6;83
18-09-23;2112297;712214;94;12;3
18-09-23;2767565;653919;141;1;88
18-09-23;6499206;423869;61;9;52
18-09-23;2104355;377052;136;0;67
18-09-23;2084207;955736;69;19;70
18-09-23;9075582;747670;159;0;7
18-09-23;8338939;451255;53;20;13
18-09-23;9355911;912890;95;7;60
18-09-23;2183567;376913;58;9;87
18-09-23;4787912;302276;116;4;36
18-09-23;2087253;706568;161;20;45
18-09-23;4807840;699928;38;0;83
18-09-23;9293953;243803;105;6;92
18-09-23;9732528;683562;141;3;5
18-09-23;4715884;812757;28;8;74
18-09-23;8437554;345388;142;20;50
18-09-23;8495414;803222;96;9;56
18-09-23;6107015;702399;131;12;64
18-09-23;4466531;942105;146;18;77
